case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
276,6,1,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-032/production-backlog-032-qwen27-nos-adv0817-v1.yml
277,6,2,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-032/production-backlog-032-gptoss-ee-adv0817-v1.yml
278,6,3,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-032/production-backlog-032-gemma-gmpb-adv0817-v1.yml
279,6,4,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-combat-adv0817-v1.yml
280,6,5,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-social-adv0817-v1.yml
281,6,6,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-investigation-adv0817-v1.yml
282,6,7,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Structural Openness,production-base,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-structural-openness-adv0817-v1.yml
283,6,8,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-darkness-adv0817-v1.yml
284,6,9,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-player-beginner-adv0817-v1.yml
285,6,10,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-gmbs-adv0817-v1.yml
286,6,11,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-032/production-backlog-032-qwen-seriousness-adv0817-v1.yml
287,6,12,26,ADV-0817,Micro Dungeons: The Inner Planes,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,Levels,levels-v2.1,qwen,base,experiments/production-backlog-032/production-backlog-032-qwen-levels-adv0817-v1.yml
