case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
61,2,1,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-030/production-backlog-030-qwen27-nos-adv0736-v1.yml
62,2,2,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-030/production-backlog-030-gptoss-ee-adv0736-v1.yml
63,2,3,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-030/production-backlog-030-gemma-gmpb-adv0736-v1.yml
64,2,4,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-combat-adv0736-v1.yml
65,2,5,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-social-adv0736-v1.yml
66,2,6,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-investigation-adv0736-v1.yml
67,2,7,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Structural Openness,production-base,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-structural-openness-adv0736-v1.yml
68,2,8,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-darkness-adv0736-v1.yml
69,2,9,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-player-beginner-adv0736-v1.yml
70,2,10,6,ADV-0736,The Thieves' Guild's Lair,The Adventurer's Guide to Eastern Farraway,Midnight Tower,8,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-030/production-backlog-030-qwen-gmbs-adv0736-v1.yml
